,CalibratedRecallK_10,CalibratedRecallK_20,CalibratedRecallK_50,CoverageK_10,CoverageK_20,CoverageK_50,NDCGK_10,NDCGK_20,NDCGK_50,PrecisionK_10,PrecisionK_20,PrecisionK_50,ReciprocalRankK_10,ReciprocalRankK_20,ReciprocalRankK_50
"TARSItemKNNDing(K=745,predict_decay=0.0005392472928678808,similarity=cosine)",0.3106815921666624,0.38359214966298627,0.46489617597810473,0.7189647609299605,0.7315884388555832,0.7355363844616659,0.18524333824358657,0.20374486684407989,0.2199944144731919,0.031068159216666245,0.019179607483149314,0.009297923519562091,0.14650234187392816,0.15161542365199362,0.15427498871837367
