loss,run_time,iteration,bptt,hidden_size,num_components,delta,ndcg,window_hours
-0.0010035239331468839,2535.274039745331,0,4.0,147.0,253.0,7738794.882954321,0.0010035239331468839,2149.665245265089
-0.0018836771952947748,22998.710536003113,1,6.0,139.0,238.0,620708969.9669462,0.0018836771952947748,172419.15832415174
