loss,run_time,iteration,K,interaction_decay,session_decay,distance_from_match_decay,delta,ndcg,window_hours
-0.13650304083833703,58347.42252731323,0,401.0,0.0008324598867118673,2.0233221671156448e-07,2.300073336029717,116352.7578524166,0.13650304083833703,32.320210514560166
