loss,run_time,iteration,K,normalize_X,similarity,delta,ndcg,window_hours
-0.12779655031499654,12.291361093521118,0,76.0,1,1,84037.25861191918,0.12779655031499654,23.34368294775533
-0.07948722114298819,10.547388553619385,1,462.0,1,1,8114.7711723006205,0.07948722114298819,2.254103103416839
-0.14481162378728715,65.76347231864929,2,978.0,0,0,1384588.1675077004,0.14481162378728715,384.60782430769456
-0.12476665703208488,25.91808247566223,3,378.0,1,0,47963.84069686099,0.12476665703208488,13.323289082461386
-0.10539745889409206,19.215164184570312,4,436.0,0,0,19068.32645436208,0.10539745889409206,5.2967573484339106
-0.14528777494176265,12.826833248138428,5,57.0,0,1,997712.0836005409,0.14528777494176265,277.14224544459466
-0.13713594842827623,22.81503391265869,6,281.0,0,1,122668.41135444483,0.13713594842827623,34.07455870956801
-0.13644946246021603,39.44579601287842,7,704.0,0,0,182873.11202997033,0.13644946246021603,50.79808667499176
-0.04479831669209906,6.973881483078003,8,754.0,0,0,2609.9091216252846,0.04479831669209906,0.7249747560070235
-0.13248271327372793,21.46384024620056,9,277.0,0,1,91549.84614877075,0.13248271327372793,25.430512819102987
-0.09088007867886046,14.222361087799072,10,646.0,0,0,12979.515859344061,0.09088007867886046,3.605421072040017
-0.12678205815182886,31.284371376037598,11,663.0,1,1,55552.961334636944,0.12678205815182886,15.431378148510262
-0.13849998723653106,73.12771272659302,12,835.0,0,1,6095593.349039777,0.13849998723653106,1693.2203747332715
-0.052622846177042985,7.735031843185425,13,765.0,0,0,3764.6338508615204,0.052622846177042985,1.0457316252393112
-0.13225925798177834,20.599990844726562,14,261.0,0,1,73714.27628567729,0.13225925798177834,20.47618785713258
-0.1366475438738233,35.220773696899414,15,312.0,1,1,5627065.486683859,0.1366475438738233,1563.0737463010719
-0.047327224952646074,6.602097272872925,16,531.0,1,1,1940.6630779862144,0.047327224952646074,0.5390730772183929
-0.13332138479558328,30.05207371711731,17,406.0,1,0,119136.23023281521,0.13332138479558328,33.093397286893115
-0.1367948230755451,60.06305265426636,18,686.0,1,1,5468405.881754701,0.1367948230755451,1519.0016338207504
-0.13575885001689353,21.3596088886261,19,199.0,0,0,136859.553947218,0.13575885001689353,38.01654276311611
-0.1448116321579705,66.37758016586304,20,1000.0,0,0,1382304.805473433,0.1448116321579705,383.97355707595364
-0.1437659758851805,55.71594977378845,21,982.0,0,0,668226.8147772602,0.1437659758851805,185.61855966035006
-0.14528678238172252,56.2227246761322,22,916.0,0,1,940217.4021850337,0.14528678238172252,261.17150060695377
-0.14382520028610452,11.911653757095337,23,52.0,0,1,440118.95850159845,0.14382520028610452,122.25526625044401
-0.14256888966890272,66.87752771377563,24,909.0,0,1,2554525.9730320885,0.14256888966890272,709.590548064469
-0.13271355001177707,65.92660570144653,25,573.0,0,1,14940704.461525392,0.13271355001177707,4150.195683757053
-0.1429029431043887,19.616785764694214,26,188.0,0,1,351955.61865978397,0.1429029431043887,97.76544962771777
-0.1327072883792427,90.60458374023438,27,887.0,0,1,14762597.751449896,0.1327072883792427,4100.721597624971
-0.14524300569120036,15.586920738220215,28,93.0,0,1,1079776.4710337997,0.14524300569120036,299.9379086204999
-0.14283182221357824,18.65858769416809,29,118.0,0,1,2388858.744617154,0.14283182221357824,663.571873504765
-0.14288524287634594,37.45686221122742,30,572.0,0,1,329158.161822513,0.14288524287634594,91.43282272847583
-0.1420626519031272,45.433927059173584,31,486.0,0,1,2815656.381931031,0.1420626519031272,782.1267727586197
-0.14260162712430943,30.436527013778687,32,364.0,1,1,721347.9586989684,0.14260162712430943,200.37443297193568
-0.13639503492206345,80.00516748428345,33,836.0,0,1,8730586.3347051,0.13639503492206345,2425.1628707514164
-0.14136555009973797,17.76605248451233,34,157.0,0,1,239670.81023688277,0.14136555009973797,66.57522506580077
-0.14273556386275502,41.44763422012329,35,605.0,1,1,744321.8665446608,0.14273556386275502,206.75607404018353
-0.12514341892968503,27.80985927581787,36,757.0,0,1,35610.13366375773,0.12514341892968503,9.89170379548826
-0.12077441596867868,25.311357021331787,37,922.0,0,1,29300.891772097817,0.12077441596867868,8.139136603360505
-0.1438348270490081,59.03282904624939,38,812.0,0,1,1792770.7241618882,0.1438348270490081,497.9918678227467
-0.14060296919326032,45.65037393569946,39,465.0,0,1,3848216.3501117956,0.14060296919326032,1068.9489861421655
-0.1415071429268195,28.370322227478027,40,362.0,1,1,524542.0837394362,0.1415071429268195,145.70613437206563
-0.14472977677459684,44.84373331069946,41,525.0,0,0,1033921.2214249714,0.14472977677459684,287.2003392847143
-0.1409938778563121,40.13583850860596,42,720.0,0,1,229549.83839296387,0.1409938778563121,63.763843998045516
-0.13488101761580057,90.71298742294312,43,953.0,0,1,10799427.470032772,0.13488101761580057,2999.8409638979924
-0.08191233438978895,11.452916622161865,44,310.0,1,0,9741.015067398712,0.08191233438978895,2.7058375187218644
-0.1323419563533977,32.33562612533569,45,625.0,0,1,80956.3915029362,0.1323419563533977,22.48788652859339
-0.07140613046190568,8.784219741821289,46,237.0,0,1,5739.408387678107,0.07140613046190568,1.594280107688363
-0.14031245640560844,45.27522873878479,47,408.0,1,0,3919899.149275367,0.14031245640560844,1088.860874798713
-0.10622290204539336,17.380468130111694,48,800.0,0,1,16531.512167196295,0.10622290204539336,4.592086713110082
-0.13978707007543334,42.07876682281494,49,880.0,0,1,197533.11331294072,0.13978707007543334,54.87030925359465
-0.14353347110763087,57.79008984565735,50,717.0,1,0,1527415.327151361,0.14353347110763087,424.28203531982246
-0.13130024227329193,23.305383920669556,51,328.0,0,1,57146.33500615547,0.13130024227329193,15.873981946154297
-0.1369059989899077,24.230949878692627,52,150.0,0,1,7754942.872290986,0.1369059989899077,2154.1507978586073
-0.14455796882719277,42.81802773475647,53,489.0,0,0,982325.2276355082,0.14455796882719277,272.86811878764115
-0.1322851793341977,11.203572273254395,54,51.0,1,1,117735.36844634206,0.1322851793341977,32.70426901287279
-0.14048728484959755,58.44733428955078,55,660.0,0,1,4052938.5261371005,0.14048728484959755,1125.8162572603057
-0.13980110127197332,23.810441732406616,56,226.0,0,0,295543.54475837905,0.13980110127197332,82.09542909954973
-0.14458700745831324,32.57039165496826,57,425.0,0,1,512252.72281019966,0.14458700745831324,142.29242300283323
-0.13500026109410757,32.7547173500061,58,561.0,1,1,161347.05106413036,0.13500026109410757,44.818625295591765
-0.14394184607010688,65.03734731674194,59,958.0,0,1,1779764.9914057897,0.14394184607010688,494.37916427938603
-0.14169394690059622,48.60764479637146,60,860.0,0,0,414362.51128481695,0.14169394690059622,115.10069757911582
-0.1430474633381887,16.510756254196167,61,91.0,0,1,2270243.7391635985,0.1430474633381887,630.6232608787774
-0.11842407846917788,26.051326990127563,62,998.0,1,1,30850.651780016502,0.11842407846917788,8.569625494449028
-0.13386591981406595,39.84155631065369,63,292.0,0,1,11840175.662634661,0.13386591981406595,3288.937684065184
-0.1396228298405908,69.98942017555237,64,686.0,0,0,6478369.680043695,0.1396228298405908,1799.5471333454707
-0.14525702183885592,15.27160096168518,65,91.0,0,1,1028353.2230580221,0.14525702183885592,285.6536730716728
-0.14455793538306266,19.014525175094604,66,140.0,0,1,1240701.4188624297,0.14455793538306266,344.6392830173416
