loss,run_time,iteration,l2,delta,ndcg,window_hours
-0.011652964809008723,163.97385954856873,0,146.93123489549788,5284309.02857605,0.011652964809008723,1467.8636190489028
-0.027709998245319122,173.71392011642456,1,1185.395530000799,220690720.2708028,0.027709998245319122,61302.977853000775
-0.026129499719163583,172.63840627670288,2,127.03733880367957,594580205.918758,0.026129499719163583,165161.1683107661
-0.010480988473676938,163.67942762374878,3,1044.4035310478885,4795933.03211557,0.010480988473676938,1332.203620032103
-0.018900336679238926,165.59046387672424,4,596.4882143054086,11423065.210306836,0.018900336679238926,3173.073669529677
-0.02810421923628905,170.1829435825348,5,355.89591163446175,62381879.79653481,0.02810421923628905,17328.299943481892
-0.018572184401789555,165.000257730484,6,1571.3396938155126,10319009.250819866,0.018572184401789555,2866.3914585610737
-0.012829313263276177,165.69413995742798,7,3.4898424068168294,12928250.078097193,0.012829313263276177,3591.1805772492203
-0.020163273472871,165.63155579566956,8,977.2996757521875,12958804.418208247,0.020163273472871,3599.667893946735
-0.025352491063456637,166.2488932609558,9,806.0001820560096,16481154.898768295,0.025352491063456637,4578.098582991193
-0.030778874076345053,168.91718173027039,10,1681.206015009197,40140719.795139894,0.030778874076345053,11150.199943094414
-0.014750763428962067,164.04541730880737,11,1993.421462083484,6933955.9143950725,0.014750763428962067,1926.0988651097423
-0.01788591437698614,165.03475427627563,12,1683.8453562358961,9784691.512950592,0.01788591437698614,2717.969864708498
-0.012120898481058547,163.7177164554596,13,430.6191939273378,5426607.465547856,0.012120898481058547,1507.3909626521822
-0.02741003926742104,173.6697747707367,14,1408.45308717713,408372766.5536327,0.02741003926742104,113436.8795982313
-0.010269420738389124,163.64827680587769,15,715.4585337662857,3935394.1342782457,0.010269420738389124,1093.1650372995127
-0.01995093464614084,165.70433807373047,16,1803.5224895581684,12465565.461946452,0.01995093464614084,3462.657072762903
-0.018310943301631792,165.17915987968445,17,596.9870522527186,10194463.309551533,0.018310943301631792,2831.795363764315
-0.02793117018284707,174.1254756450653,18,1486.1003408728964,155270934.61816165,0.02793117018284707,43130.81517171157
-0.018955252413545835,165.20439434051514,19,789.9421355889999,10405222.559088655,0.018955252413545835,2890.3395997468488
-0.030587046802936637,169.35857677459717,20,1987.7287629413245,42300631.4413341,0.030587046802936637,11750.175400370583
-0.03128339788960931,168.551189661026,21,1994.474124512156,32639076.251702677,0.03128339788960931,9066.41006991741
-0.03162215014895794,167.9482626914978,22,1838.3318288888884,26804859.33281207,0.03162215014895794,7445.794259114464
-0.03179024325060935,167.64255023002625,23,1900.4598641877983,25630097.80661694,0.03179024325060935,7119.47161294915
-0.030076359738112998,167.3580265045166,24,1344.0294886886813,24153292.327290427,0.030076359738112998,6709.247868691786
-0.028025946498570667,171.56597089767456,25,1784.4125538880253,81509717.8644688,0.028025946498570667,22641.58829568578
-0.02901930887548794,167.26822233200073,26,1867.648640616846,21066814.339652374,0.02901930887548794,5851.89287212566
-0.02731636483501461,173.30353593826294,27,1170.5478372201394,106634884.66253798,0.02731636483501461,29620.80129514944
-0.007842983893919634,163.45698618888855,28,1312.943199329933,2787305.900930851,0.007842983893919634,774.2516391474587
-0.03279033098820423,168.39064574241638,29,1604.3392796075614,27729396.182690315,0.03279033098820423,7702.610050747309
-0.03050667808894727,170.4406018257141,30,1580.981249363897,55412184.20768427,0.03050667808894727,15392.27339102341
-0.02771104538855476,174.30221462249756,31,1128.9474987662907,288158983.4279974,0.02771104538855476,80044.16206333261
-0.027507466084244522,172.50185871124268,32,1278.7710529464885,110477521.29869471,0.027507466084244522,30688.20036074853
-0.02756946886103135,173.0744948387146,33,1682.951161039807,190181883.23122665,0.02756946886103135,52828.30089756296
-0.0296583822708737,166.8501808643341,34,1490.9220722053776,19291376.002561487,0.0296583822708737,5358.71555626708
-0.02940279610980549,170.64451384544373,35,962.3166518078518,62144724.543103695,0.02940279610980549,17262.42348419547
-0.014695202369096242,164.91241812705994,36,1586.001186906194,7146566.873078346,0.014695202369096242,1985.157464743985
-0.03093855232561652,169.6070454120636,37,1894.8123846664985,42431321.279181115,0.03093855232561652,11786.478133105866
-0.02509563370768017,166.32299256324768,38,268.2948239861637,16391286.329986265,0.02509563370768017,4553.135091662852
-0.03183551699197423,168.656099319458,39,1238.7056380183046,30826441.184516013,0.03183551699197423,8562.900329032225
-0.02759671231811256,171.91040897369385,40,1038.7230472969695,86150728.04819208,0.02759671231811256,23930.75779116447
-0.007501430960056073,163.60802721977234,41,897.9613716446717,2912235.4109060233,0.007501430960056073,808.9542808072287
-0.027583253140279016,175.86459827423096,42,1219.7650133061984,597537594.7432135,0.027583253140279016,165982.6652064482
