loss,run_time,iteration,delta,ndcg,window_hours
-0.03430325072241018,5.844428777694702,0,194091.10453696383,0.03430325072241018,53.91419570471218
-0.13118588784115473,5.561966180801392,1,4955.879960458993,0.13118588784115473,1.3766333223497202
-0.1301464450722603,5.59147047996521,2,4313.28957101938,0.1301464450722603,1.1981359919498278
-0.12658781278652634,5.662359952926636,3,6769.422552357085,0.12658781278652634,1.8803951534325236
-0.1279107021346358,5.756404399871826,4,37013.15578086496,0.1279107021346358,10.281432161351377
-0.12209589809328668,5.58458399772644,5,9378.023207059823,0.12209589809328668,2.6050064464055063
-0.12777098861524266,5.67829704284668,6,24639.731576618567,0.12777098861524266,6.844369882394046
-0.1267296898933958,5.592767715454102,7,7770.842592537059,0.1267296898933958,2.1585673868158497
-0.1163954022989713,5.611546039581299,8,63277.137307610734,0.1163954022989713,17.576982585447425
-0.12586834680882164,5.597052335739136,9,13020.84539849535,0.12586834680882164,3.616901499582042
-0.12326420538298888,5.61837100982666,10,12201.823118622458,0.12326420538298888,3.3893953107284607
-0.1279107021346358,5.569779396057129,11,29684.282179419508,0.1279107021346358,8.245633938727641
-0.1303187580716391,5.5429558753967285,12,2730.2623770166706,0.1303187580716391,0.7584062158379641
-0.1264754173979348,5.518161773681641,13,14621.064991002735,0.1264754173979348,4.061406941945204
-0.12690275189080402,5.634568691253662,14,7955.737506374946,0.12690275189080402,2.2099270851041517
-0.13032398834074013,5.769204139709473,15,2823.70371905172,0.13032398834074013,0.7843621441810333
-0.02335617062648221,6.128915309906006,16,522002.04097267246,0.02335617062648221,145.00056693685346
-0.13028092797103324,5.5892157554626465,17,2916.4024605088075,0.13028092797103324,0.8101117945857799
-0.12660965542844632,5.550523519515991,18,7088.272563521651,0.12660965542844632,1.9689646009782364
-0.12962125788481757,5.523514747619629,19,3739.457203987833,0.12962125788481757,1.0387381122188426
-0.13072128333755031,5.589769124984741,20,2087.905443504762,0.13072128333755031,0.5799737343068783
-0.1316667590648575,5.667389631271362,21,1852.235643220891,0.1316667590648575,0.514509900894692
-0.12064851649193356,5.734829902648926,22,60495.47017168433,0.12064851649193356,16.80429726991231
-0.13167970836675338,5.686960458755493,23,1899.2578539628596,0.13167970836675338,0.5275716261007943
-0.13180477780479885,5.707974910736084,24,1869.0658311959717,0.13180477780479885,0.5191849531099921
-0.07842328412999823,5.9653308391571045,25,135123.85358680447,0.07842328412999823,37.534403774112356
-0.13167653592875014,5.658025026321411,26,1908.490450613307,0.13167653592875014,0.5301362362814742
-0.02335617062648221,6.273179769515991,27,573760.3785458776,0.02335617062648221,159.37788292941045
-0.03919744468386325,5.957249164581299,28,182345.67074404532,0.03919744468386325,50.651575206679254
-0.12663477775495854,5.549988746643066,29,17207.799115498252,0.12663477775495854,4.779944198749514
-0.027482165901436796,6.040406942367554,30,321689.32448703377,0.027482165901436796,89.35814569084272
-0.13119550627781718,5.641268253326416,31,5126.56240204733,0.13119550627781718,1.4240451116798138
-0.1305418053321749,5.626579761505127,32,4652.539936742738,0.1305418053321749,1.2923722046507606
-0.10767427976065132,5.788612604141235,33,75107.4775866825,0.10767427976065132,20.863188218522914
-0.1281106495461107,5.651015996932983,34,20418.369515996637,0.1281106495461107,5.671769309999066
-0.12794678446920651,5.881686210632324,35,42143.58432882725,0.12794678446920651,11.706551202452014
-0.1269734737321367,5.668827295303345,36,5623.422917449648,0.1269734737321367,1.562061921513791
-0.12964769826107067,5.632882118225098,37,3709.152058673087,0.12964769826107067,1.0303200162980797
-0.12225895513181025,5.640174388885498,38,9730.065975669144,0.12225895513181025,2.70279610435254
-0.13133818041934558,5.589262247085571,39,2421.9516104526792,0.13133818041934558,0.6727643362368554
-0.08609197335053329,5.723190784454346,40,98587.23495931979,0.08609197335053329,27.385343044255496
-0.12357317571580449,5.636632680892944,41,10494.584544164762,0.12357317571580449,2.9151623733791006
-0.12964224214883363,5.601172208786011,42,3676.1164560396237,0.12964224214883363,1.0211434600110065
-0.12786071707367427,5.649846792221069,43,42754.580240178715,0.12786071707367427,11.876272288938532
-0.1279107021346358,5.502868175506592,44,28427.892580271942,0.1279107021346358,7.896636827853317
-0.1265430740523808,5.597054481506348,45,6420.4460797133015,0.1265430740523808,1.783457244364806
-0.02481841697148884,6.289762735366821,46,385163.1467010675,0.02481841697148884,106.98976297251875
-0.126675728483081,5.584947824478149,47,15576.307123396633,0.126675728483081,4.326751978721287
-0.13032421418387613,5.581045150756836,48,2845.833262749397,0.13032421418387613,0.7905092396526102
-0.13169427507177475,5.488568305969238,49,1855.8473746781788,0.13169427507177475,0.5155131596328274
-0.1281106495461107,5.486848592758179,50,20640.05048238974,0.1281106495461107,5.7333473562193715
-0.13117331647891045,5.511303186416626,51,2408.5010598493536,0.13117331647891045,0.669028072180376
-0.12180100170611308,5.617632627487183,52,8382.400086566138,0.12180100170611308,2.328444468490594
-0.12326420538298888,5.576981782913208,53,12190.077375602172,0.12326420538298888,3.3861326043339366
-0.12955960217585544,5.498594045639038,54,3799.98388839931,0.12955960217585544,1.0555510801109196
-0.1265430740523808,5.606556415557861,55,6379.065944591401,0.1265430740523808,1.7719627623865002
-0.033732319238905566,5.95084810256958,56,230709.9392917309,0.033732319238905566,64.08609424770303
-0.1312894298414882,5.559971570968628,57,2141.120136042451,0.1312894298414882,0.5947555933451253
-0.13005399482935628,5.476036071777344,58,3100.6870200866083,0.13005399482935628,0.8613019500240578
-0.08023858864625086,5.792516708374023,59,113654.0384322459,0.08023858864625086,31.570566231179416
-0.1305418053321749,5.49234676361084,60,4705.433547471703,0.1305418053321749,1.3070648742976951
-0.1279107021346358,5.533535003662109,61,31856.878115086205,0.1279107021346358,8.849132809746168
-0.11441693471867048,5.692331552505493,62,65890.35555868747,0.11441693471867048,18.302876544079854
-0.1316667590648575,5.645514726638794,63,1851.4051556361164,0.1316667590648575,0.5142792098989213
-0.12326420538298888,5.661316871643066,64,12106.386558612556,0.12326420538298888,3.3628851551701544
-0.12966973460715592,5.560141086578369,65,3258.2652528482067,0.12966973460715592,0.9050736813467241
-0.13031800284423828,5.543158292770386,66,2228.6196052255837,0.13031800284423828,0.619061001451551
-0.1316255858400709,5.689504623413086,67,1837.504572990636,0.1316255858400709,0.5104179369418433
-0.126883153417445,5.572749853134155,68,5626.879790946387,0.126883153417445,1.5630221641517743
-0.12948253987345898,5.485349893569946,69,3975.842944369032,0.12948253987345898,1.1044008178802867
-0.1302644699738919,5.464202880859375,70,2609.9088357096284,0.1302644699738919,0.7249746765860079
-0.1301464450722603,5.487656116485596,71,4308.555297651786,0.1301464450722603,1.196820916014385
-0.12220548944654541,5.539538860321045,72,8553.46344759907,0.12220548944654541,2.375962068777519
-0.12966973460715592,5.482712507247925,73,3271.836411196672,0.12966973460715592,0.9088434475546311
-0.13179904923349947,5.461755037307739,74,1866.0521735551993,0.13179904923349947,0.5183478259875554
-0.13072128333755031,5.445970296859741,75,2200.6226483846817,0.13072128333755031,0.611284068995745
-0.12660965542844632,5.51749587059021,76,7121.667139800793,0.12660965542844632,1.978240872166887
-0.12878848973250606,5.548657178878784,77,19783.83065597921,0.12878848973250606,5.495508515549781
-0.12326039886095606,5.753034591674805,78,52411.21332806862,0.12326039886095606,14.558670368907949
-0.13163126779544393,5.463169097900391,79,1821.6789085618582,0.13163126779544393,0.5060219190449606
-0.12694273536608025,5.573330640792847,80,5610.944707532603,0.12694273536608025,1.5585957520923899
-0.13039978593365406,5.536548137664795,81,2588.281471189458,0.13039978593365406,0.718967075330405
-0.12980471407070499,5.471858263015747,82,3308.779530347505,0.12980471407070499,0.9191054250965291
-0.12777098861524266,5.52191948890686,83,24394.14751635018,0.12777098861524266,6.776152087875049
-0.12356771960356747,5.572238445281982,84,10960.817574124854,0.12356771960356747,3.044671548368015
-0.130817957908573,5.558618783950806,85,5266.1959968588735,0.130817957908573,1.4628322213496872
-0.13013007673554922,5.524927377700806,86,4290.248539096913,0.13013007673554922,1.1917357053046982
-0.12643548539056182,5.479288339614868,87,14070.579662397378,0.12643548539056182,3.9084943506659386
-0.03613788490245883,5.852986097335815,88,185925.6198661678,0.03613788490245883,51.646005518379944
-0.1267408279610059,5.766610622406006,89,7460.914521956974,0.1267408279610059,2.072476256099159
-0.12211933011891055,5.560200214385986,90,9040.485179392645,0.12211933011891055,2.5112458831646234
-0.1279107021346358,5.537212371826172,91,37422.06331259706,0.1279107021346358,10.395017586832518
-0.13078808056508612,5.478545665740967,92,2017.008507493859,0.13078808056508612,0.5602801409705164
-0.02335617062648221,6.099060297012329,93,473978.71138650586,0.02335617062648221,131.6607531629183
-0.1265430740523808,5.531686782836914,94,6296.2679504603075,0.1265430740523808,1.7489633195723076
-0.03369802160473394,5.943253517150879,95,237068.2700448147,0.03369802160473394,65.85229723467076
-0.12956983246629936,5.475828409194946,96,2898.783430109851,0.12956983246629936,0.8052176194749586
-0.09011043105137272,5.627445697784424,97,85977.1406292109,0.09011043105137272,23.882539063669697
-0.13117331647891045,5.442139625549316,98,2412.0477549173847,0.13117331647891045,0.6700132652548291
-0.07536362936944421,5.866614103317261,99,138127.31534594332,0.07536362936944421,38.36869870720648
-0.12972503382085945,5.462787866592407,100,3473.831298378954,0.12972503382085945,0.9649531384385984
-0.13023626961617868,5.459227561950684,101,4114.61235086594,0.13023626961617868,1.1429478752405389
-0.12663477775495854,5.500734567642212,102,17422.692589492177,0.12663477775495854,4.839636830414493
-0.12775228980177772,5.442430734634399,103,25961.547513846646,0.12775228980177772,7.2115409760685125
