loss,run_time,iteration,K,predict_decay,similarity,delta,ndcg,window_hours
-0.10887809582171365,4.605096817016602,0,347.0,1.112438054060319e-08,1,38196.597494062094,0.10887809582171365,10.610165970572805
-0.06358951000482015,10.674150943756104,1,728.0,1.1702409551394745e-05,0,158816.3044917627,0.06358951000482015,44.11564013660075
-0.007065893548413389,1.7745006084442139,2,445.0,0.044047803770233825,0,3546.994564951037,0.007065893548413389,0.9852762680419547
-0.03134002418147029,2.500882387161255,3,76.0,1.0432304372351817e-09,0,1825.9552987682816,0.03134002418147029,0.5072098052134115
-0.048254730833686935,12.91211748123169,4,889.0,5.8934329811632015e-06,0,229367.2042129196,0.048254730833686935,63.713112281366556
-0.05869812166047431,4.578080177307129,5,140.0,0.0037879640436183663,0,175937.9246535852,0.05869812166047431,48.871645737107
-0.11158847747575938,4.823438405990601,6,779.0,2.851814097233084e-07,1,26275.573305531903,0.11158847747575938,7.298770362647751
-0.035003302604728226,2.8765811920166016,7,955.0,0.017202495802328552,0,31736.772345987923,0.035003302604728226,8.815770096107757
-0.05614202022001218,2.5796589851379395,8,490.0,0.0001751191412691129,0,2017.9862240053403,0.05614202022001218,0.5605517288903723
-0.059390926906697596,4.685050010681152,9,828.0,1.8873329530814213e-07,0,21816.35995413902,0.059390926906697596,6.060099987260839
-0.12068459900202233,3.7284889221191406,10,197.0,1.3541729788649911e-05,1,15571.51886231448,0.12068459900202233,4.325421906198467
-0.0022615854465367086,1.5599243640899658,11,234.0,0.09252283179361595,0,2736.45628728319,0.0022615854465367086,0.7601267464675527
-0.08989121997247165,5.8784568309783936,12,350.0,7.954759759199354e-08,1,76861.34431802592,0.08989121997247165,21.350373421673865
-0.0008876842876097705,1.625051736831665,13,947.0,0.2262824656446467,1,5314.625247546352,0.0008876842876097705,1.4762847909850976
-0.005540179226415737,2.1096646785736084,14,692.0,0.0624827494589938,0,20176.756793200264,0.005540179226415737,5.6046546647778515
-0.04061869795442665,8.049922227859497,15,427.0,0.0001158711954600042,1,363200.8004334182,0.04061869795442665,100.88911123150505
-0.038249490277966786,5.453526496887207,16,203.0,6.842756506417298e-07,1,287805.988788717,0.038249490277966786,79.94610799686583
-0.09222790229733584,3.070835590362549,17,252.0,0.00538905252076126,1,8186.094748865855,0.09222790229733584,2.273915208018293
-0.062389625618757646,4.596090316772461,18,385.0,6.289472189915703e-07,0,23861.98540618608,0.062389625618757646,6.628329279496133
-0.07918648859556408,5.965698957443237,19,824.0,8.188969509820496e-05,0,55133.39088706582,0.07918648859556408,15.314830801962728
-0.10355930029819044,3.4924185276031494,20,606.0,3.273028106356541e-10,1,10014.235094110054,0.10355930029819044,2.7817319705861263
-0.10830712691832,3.7055699825286865,21,627.0,1.641868813137679e-08,1,11826.015592117905,0.10830712691832,3.2850043311438624
-0.08423247530619622,7.816244602203369,22,586.0,3.619067448960113e-06,1,96404.9903057369,0.08423247530619622,26.779163973815805
-0.1181243784435331,4.031738042831421,23,739.0,0.0008316107299106818,1,14037.771186801036,0.1181243784435331,3.89938088522251
-0.1164741768552881,3.839754104614258,24,524.0,0.0016198498594767164,1,12621.470197987097,0.1164741768552881,3.5059639438853045
-0.1110032031001995,3.1236071586608887,25,696.0,0.0008480821649991468,1,6412.700085434185,0.1110032031001995,1.7813055792872736
-0.12058497895962592,4.069478750228882,26,297.0,2.7604891830440564e-05,1,15536.5296896976,0.12058497895962592,4.315702691582667
-0.11631096879193524,3.344273328781128,27,89.0,2.3841528398417788e-05,1,49545.46143398498,0.11631096879193524,13.762628176106938
-0.09027516845303028,2.949357032775879,28,283.0,1.1962758352156239e-08,1,5208.375368421226,0.09027516845303028,1.4467709356725629
-0.11343531205315752,3.688629627227783,29,142.0,2.9783180505874063e-06,1,42589.892209007616,0.11343531205315752,11.830525613613226
-0.08894060372697124,6.106954574584961,30,311.0,2.7035507069416625e-05,1,102366.611262156,0.08894060372697124,28.435169795043333
