loss,run_time,iteration,K,fit_decay,predict_decay,delta,ndcg,window_hours
-0.07952867199889324,5.74617600440979,0,454.0,1.0228616852464238e-09,3.230853925926188e-05,51495.34756030741,0.07952867199889324,14.304263211196503
-0.007533914287079804,3.929143190383911,1,674.0,0.00040530555248570563,0.04231670255599996,111866.43450764741,0.007533914287079804,31.074009585457613
-0.029511110086062328,12.36333417892456,2,541.0,7.461852807554791e-09,6.703953671097047e-08,515598.9505202412,0.029511110086062328,143.22193070006702
-0.03246482399489327,2.816532611846924,3,977.0,8.637987389188826e-09,6.342472444784906e-09,2472.856113146524,0.03246482399489327,0.6869044758740345
-0.058834856623713294,5.96189546585083,4,464.0,3.925510782479982e-09,2.9461799928226934e-10,53746.91167441849,0.058834856623713294,14.929697687338468
-0.07097197770353937,8.273909091949463,5,585.0,7.560993888093552e-10,1.4197663079293997e-05,87009.12637354838,0.07097197770353937,24.169201770430107
-0.037333518227787,3.198765516281128,6,92.0,0.06328554642743686,1.4889599320283659e-09,13250.623752668167,0.037333518227787,3.680728820185602
-0.03273848782234974,5.150450706481934,7,882.0,0.00037916822026148325,1.8893073858350008e-08,26331.679590790685,0.03273848782234974,7.314355441886302
-0.0338164324363874,3.091707229614258,8,526.0,8.087973957950253e-07,6.746313135445316e-10,3377.060159530306,0.0338164324363874,0.9380722665361961
-0.028337119336897663,3.6812901496887207,9,108.0,0.0016470879343566639,3.327203679151495e-09,17026.00377762744,0.028337119336897663,4.7294454937854
-0.03848073589971533,2.4018611907958984,10,253.0,1.980905635451792e-08,0.00868162080220571,2852.3779404217557,0.03848073589971533,0.79232720567271
-0.05715941616109,5.727936744689941,11,485.0,3.49031161119556e-07,3.3123608912665673e-09,49341.901614102615,0.05715941616109,13.70608378169517
-0.028575366135089222,3.136016368865967,12,911.0,0.0014125692108071155,1.2736768508907163e-07,4492.942510879119,0.028575366135089222,1.2480395863553109
-0.05989253285200247,3.9135329723358154,13,604.0,2.9864480769141383e-05,2.9974322201225084e-06,10977.14596627386,0.05989253285200247,3.04920721285385
