loss,run_time,iteration,l2,delta,ndcg,window_hours
-0.07926331593755537,12.632922887802124,0,1154.386112327465,77883.98104074356,0.07926331593755537,21.634439177984323
-0.034710530951931225,7.313003778457642,1,369.32565115999137,384758.34013248875,0.034710530951931225,106.87731670346909
-0.10466029061709664,9.203186511993408,2,551.7212404284988,29988.494637865966,0.10466029061709664,8.330137399407214
-0.03912397013334347,10.774546384811401,3,1638.3187309913872,275213.3057734442,0.03912397013334347,76.44814049262338
-0.1076401516613493,5.266915798187256,4,748.599471433845,3926.3762479769903,0.1076401516613493,1.0906600688824972
-0.06634050409181114,13.165409803390503,5,1870.1705367576662,116881.73320710103,0.06634050409181114,32.46714811308362
-0.044958954997810115,11.587284088134766,6,945.0787409117413,187276.85465891063,0.044958954997810115,52.021348516364064
-0.10921556376082205,5.143269062042236,7,1702.5743160383342,3342.6352016793057,0.10921556376082205,0.9285097782442516
-0.03347163849349687,7.763979911804199,8,800.8677508989911,487161.21111295687,0.03347163849349687,135.32255864248802
-0.10199170243658601,8.94381856918335,9,231.86583981912912,20766.199588261792,0.10199170243658601,5.768388774517164
-0.10643421039685846,9.189030885696411,10,970.3875972950756,33879.5533887469,0.10643421039685846,9.410987052429695
-0.10730149577980937,9.304234981536865,11,1680.964608960836,39593.69007441063,0.10730149577980937,10.998247242891843
-0.10844561552426102,5.345231294631958,12,1074.2266690388756,4194.760637754036,0.10844561552426102,1.16521128826501
-0.06833996226310264,13.020074129104614,13,1326.6381148483963,103606.4435910707,0.06833996226310264,28.779567664186306
-0.10996979695334948,9.322408199310303,14,1567.2336931622121,21608.75066771819,0.10996979695334948,6.00243074103283
-0.06592280645352572,13.098576307296753,15,1666.919659155268,119289.5592080267,0.06592280645352572,33.1359886688963
-0.03357500385774942,5.592270612716675,16,30.099740810230895,587113.5488494331,0.03357500385774942,163.0870969026203
-0.06823822914894705,10.915030717849731,17,166.76488153498687,87328.96893489543,0.06823822914894705,24.258046926359842
-0.034495965800406515,7.347008943557739,18,321.41247197638177,364127.680633857,0.034495965800406515,101.14657795384916
-0.03470512373416306,9.226270198822021,19,1560.1870217767257,358439.3651582797,0.03470512373416306,99.56649032174437
-0.10359184288221103,4.588773727416992,20,1920.5117485339488,1827.9764965176103,0.10359184288221103,0.5077712490326696
-0.11437319627491473,8.124405145645142,21,1346.5088917334624,10905.338840866958,0.11437319627491473,3.0292607891297108
-0.11404856306452463,7.354367733001709,22,1360.9188052024267,10585.529449924567,0.11404856306452463,2.9404248472012684
-0.11405466802829073,6.821467161178589,23,1307.3684737613073,9019.233265790228,0.11405466802829073,2.5053425738306188
-0.11302208547119592,6.688671112060547,24,1324.0040914833405,8283.228675806165,0.11302208547119592,2.3008968543906017
-0.1142776774745011,6.850475311279297,25,1227.379420829492,9201.690789486336,0.1142776774745011,2.55602521930176
-0.10372292226099347,4.478269100189209,26,1190.320459449909,1848.499930062077,0.10372292226099347,0.5134722027950214
-0.11072024764355187,7.765479564666748,27,779.1193048925113,12581.087573696315,0.11072024764355187,3.4947465482489766
