,CalibratedRecallK_10,CalibratedRecallK_20,CalibratedRecallK_50,CoverageK_10,CoverageK_20,CoverageK_50,NDCGK_10,NDCGK_20,NDCGK_50,PrecisionK_10,PrecisionK_20,PrecisionK_50,ReciprocalRankK_10,ReciprocalRankK_20,ReciprocalRankK_50
"SequentialRules(K=650,max_steps=100)",0.04330911379369529,0.05011728359745981,0.06304708507351679,0.5540048195536176,0.7322852716736473,0.8922342073555568,0.031099989652510512,0.032824280256299486,0.03526890629708468,0.004330911379369529,0.00250586417987299,0.0012609417014703356,0.027315862935749655,0.027783310907112987,0.028034092757546817
