,CalibratedRecallK_10,CoverageK_10,normalizeddiscountedcumulativegaink_10
"REBUS(L=3,U=10,alpha=0.9511275001221113,batch_size=512,gamma=0.7789016364324975,keep_last=True,l2_bias=0.08988069813618418,l2_embedding=0.14911266207576035,learning_rate=0.03,max_epochs=10,max_iter_no_change=5,min_improvement=0.01,num_components=30,predict_topK=100,save_best_to_file=False,seed=494637283,stop_early=False,stopping_criterion=<recpack.algorithms.stopping_criterion.StoppingCriterion object at 0x7f244688c5d0>,substring_max_length=3,substring_min_count=364,validation_sample_size=10000)",0.007657819433020146,0.0007402198452940524,0.005936799333607818
