loss,run_time,iteration,l2,delta,ndcg,window_hours
-0.0230222579317253,697.1305277347565,0,1603.7317406094974,30729.238472301997,0.0230222579317253,8.535899575639444
-0.04428438501900046,772.51708817482,1,1048.058668260712,389204.50816015434,0.04428438501900046,108.11236337782064
-0.04589574985959539,775.5635883808136,2,192.6247876987362,411191.1242434964,0.04589574985959539,114.21975673430455
-0.04491542984703616,783.2699060440063,3,1012.4555088893245,537572.527631718,0.04491542984703616,149.32570211992166
-0.007914635304532404,663.5293028354645,4,201.7045228212329,7420.10738332175,0.007914635304532404,2.061140939811597
-0.024070233678068386,715.5439314842224,5,1021.3505314813269,35465.84097557147,0.024070233678068386,9.851622493214297
-0.024920115181067987,702.1363859176636,6,1304.777219718215,39247.42263154638,0.024920115181067987,10.902061842096217
-0.04740291977853676,790.859216928482,7,1940.9269923514796,1398992.8246790036,0.04740291977853676,388.6091179663899
-0.04705918769726081,814.9564292430878,8,1606.7351203086116,1077577.5622966818,0.04705918769726081,299.3271006379672
-0.022895505961389135,704.8398971557617,9,763.7132645964396,28736.50646974796,0.022895505961389135,7.9823629082633225
