,CalibratedRecallK_10,CalibratedRecallK_20,CalibratedRecallK_50,CoverageK_10,CoverageK_20,CoverageK_50,NDCGK_10,NDCGK_20,NDCGK_50,PrecisionK_10,PrecisionK_20,PrecisionK_50,ReciprocalRankK_10,ReciprocalRankK_20,ReciprocalRankK_50
"SequentialRules(K=790,max_steps=29)",0.12002971514863664,0.1517177548013104,0.19174795708353123,0.9246826307413302,0.980347163107443,0.9978163514563826,0.07230710216807372,0.08032501627378992,0.08828213413536802,0.012002971514863665,0.0075858877400655205,0.003834959141670624,0.057628018995890096,0.05983218263393956,0.06111427058373805
