loss,run_time,iteration,K,predict_decay,similarity,delta,ndcg,window_hours
-0.05217687290689094,67.65719676017761,26,579.0,5.822052554251465e-07,1,6532317.345429039,0.05217687290689094,1814.5325959525107
-0.05744050469169626,76.08653020858765,27,689.0,0.00017335679439427906,1,13012938.284071304,0.05744050469169626,3614.7050789086957
-0.05788062444948965,44.07608199119568,28,358.0,5.999725830606085e-06,1,3514204.9777707662,0.05788062444948965,976.1680493807684
-0.002626729692285423,25.428913354873657,29,835.0,0.017715406264830518,1,755329.9985932736,0.002626729692285423,209.81388849813155
-0.045293428259528895,45.25223469734192,30,717.0,3.16514492013707e-07,1,455259.5228389132,0.045293428259528895,126.46097856636477
-0.05933365024326812,64.54972410202026,31,605.0,4.286079138478989e-05,1,3239904.989904324,0.05933365024326812,899.9736083067567
-0.03634270243597818,24.605777978897095,32,388.0,3.97342742234024e-08,1,219863.92512531916,0.03634270243597818,61.07331253481088
-0.05769437363475193,29.25605010986328,33,278.0,0.0004873945522647907,1,3378669.479252458,0.05769437363475193,938.5192997923494
-0.05639099706628785,95.14400601387024,34,829.0,6.067340825068719e-06,1,12113182.865293253,0.05639099706628785,3364.773018137015
-0.002473599979869218,29.73436450958252,35,980.0,0.019057829517567532,1,885864.7412484345,0.002473599979869218,246.07353923567626
-0.05787169520965072,68.60705733299255,36,569.0,2.4975076523173497e-05,1,9017707.903148144,0.05787169520965072,2504.918861985596
-0.006900822833584893,9.853578090667725,37,762.0,0.004309200550523225,1,182523.27758833295,0.006900822833584893,50.7009104412036
-0.05599504348939035,66.96897768974304,38,943.0,0.0004079741691946421,0,1354989.5068069126,0.05599504348939035,376.3859741130313
-0.054226565668679276,49.93902039527893,39,424.0,9.370133824178491e-07,1,3431743.833264397,0.054226565668679276,953.262175906777
-0.050701752385301606,53.40801548957825,40,876.0,3.428161726486586e-06,1,572293.6086120276,0.050701752385301606,158.97044683667434
-0.0069404006579331205,5.801050662994385,41,267.0,7.608445197808908e-08,0,11462.130298406522,0.0069404006579331205,3.183925082890701
-0.023385007430197613,12.89273738861084,42,489.0,9.031996031745819e-09,1,53094.76327333982,0.023385007430197613,14.748545353705506
-0.0010330816251868933,4.034764289855957,43,687.0,0.0015499957021107066,1,3168.633681081638,0.0010330816251868933,0.8801760225226772
-0.039914361907383754,44.21662664413452,44,859.0,4.216516261835714e-05,0,373079.3149422344,0.039914361907383754,103.63314303950956
-4.264736528365224e-05,52.05831241607666,45,790.0,0.5291212120044743,1,5988001.447843641,4.264736528365224e-05,1663.3337355121225
-0.03185731868136796,14.369462251663208,46,449.0,8.09292808397763e-06,1,76203.10956611644,0.03185731868136796,21.167530435032347
-0.001588957073954975,4.5985026359558105,47,77.0,0.007056946577128046,0,31613.206846337227,0.001588957073954975,8.781446346204785
-0.055709952774599586,87.84793639183044,48,938.0,2.21337906807114e-06,1,2757117.2278113523,0.055709952774599586,765.8658966142646
-0.064848370524277,78.82521772384644,49,731.0,0.0002801922522020977,0,4880085.922661154,0.064848370524277,1355.5794229614316
-0.0665019233510084,65.18691158294678,50,533.0,0.00029406213480339196,0,8281524.361511416,0.0665019233510084,2300.423433753171
-0.051894263873589266,70.80842638015747,51,728.0,0.0007893368487664506,0,7733781.170754347,0.051894263873589266,2148.272547431763
-0.001508583754099187,42.01058220863342,52,667.0,0.03313871969983309,0,4600358.025607177,0.001508583754099187,1277.877229335327
-0.0015191833734408604,4.163233757019043,53,525.0,0.0024792685417258853,0,7029.707328555438,0.0015191833734408604,1.9526964801542883
-0.03985681886035214,41.598997354507446,54,309.0,1.3251603372813246e-10,0,1002812.4490407489,0.03985681886035214,278.55901362243026
-0.05571158557417501,28.568775177001953,55,228.0,0.00023881988244671816,0,1354073.1411607354,0.05571158557417501,376.1314281002043
-9.078158414196201e-05,31.852083683013916,56,463.0,0.2265631111579692,0,5246370.237023859,9.078158414196201e-05,1457.3250658399609
-0.0001091235324665984,4.3200461864471436,57,345.0,0.062038362906225095,0,18623.83867650252,0.0001091235324665984,5.1732885212507
-0.06365685182110548,79.73254418373108,58,542.0,1.4202345972589902e-05,0,12585820.984721452,0.06365685182110548,3496.0613846448477
-2.5587791899589225e-05,7.467737913131714,59,743.0,0.9073803423164251,0,134043.71138476368,2.5587791899589225e-05,37.23436427354547
-0.03530370844321886,42.71317195892334,60,403.0,6.8768536928519765e-09,0,655416.5647317308,0.03530370844321886,182.06015686992524
-0.028513460470798783,33.96085739135742,61,591.0,9.7547279261865e-10,0,293266.47961286973,0.028513460470798783,81.46291100357493
-0.005756160048655374,20.280749559402466,62,158.0,0.01052491959453218,0,8278246.396326976,0.005756160048655374,2299.5128878686046
-0.0610157785145196,77.463632106781,63,659.0,7.839386580042423e-05,0,2253820.141355371,0.0610157785145196,626.0611503764919
-0.05628478070448208,25.651580572128296,64,118.0,2.6366952132123877e-07,0,4353885.066966522,0.05628478070448208,1209.4125186018116
-0.06391556625985607,80.00626802444458,65,542.0,2.0392028698806952e-05,0,11371889.68631235,0.06391556625985607,3158.858246197875
-0.06498709775794097,64.33660459518433,66,510.0,0.0002902224179486469,0,9839927.758131243,0.06498709775794097,2733.3132661475674
-0.023655470210340215,37.2297568321228,67,621.0,0.0016607539674373592,0,1555727.2904042064,0.023655470210340215,432.146469556724
-0.06492907325097284,66.61989212036133,68,516.0,0.0002114121661873941,0,9086187.93217517,0.06492907325097284,2523.9410922708807
-0.03683601160897974,36.98748207092285,69,369.0,0.0011539381565806794,0,7070437.771797209,0.03683601160897974,1964.0104921658915
-0.012958773365332382,43.58449721336365,70,497.0,0.0037971768248372204,0,10216959.810085775,0.012958773365332382,2838.0443916904933
-0.061748667931128313,45.578370571136475,71,329.0,0.0001030458709128859,0,2468302.008124362,0.061748667931128313,685.6394467012117
-0.05361640784474808,47.066704750061035,72,569.0,0.0006798516934509291,0,1768486.4590240673,0.05361640784474808,491.24623861779645
-0.00026439666672191565,27.554410934448242,73,416.0,0.10196604171289474,0,3960466.0912048663,0.00026439666672191565,1100.1294697791295
-0.052623835267639876,35.74799561500549,74,236.0,2.8508080474726837e-06,0,1251814.9451005044,0.052623835267639876,347.726373639029
-0.0018579908734306489,41.44009041786194,75,516.0,0.028144858897279836,0,9342596.019975059,0.0018579908734306489,2595.165561104183
-0.06535473553143567,68.21285057067871,76,469.0,4.4030727351182475e-05,0,6005585.2797293225,0.06535473553143567,1668.2181332581451
-0.0406732128659016,38.734214544296265,77,448.0,2.8152067779587543e-05,0,419634.5085925815,0.0406732128659016,116.56514127571708
-0.03943083444127127,39.23328900337219,78,396.0,6.923499310054341e-07,0,514317.6063723499,0.03943083444127127,142.8660017700972
-0.04927953371757615,37.05676198005676,79,478.0,0.0004266967415258896,0,856370.2798717142,0.04927953371757615,237.88063329769838
-0.05875062007923319,59.8124418258667,80,431.0,1.501446814813476e-06,0,2770766.3777635605,0.05875062007923319,769.6573271565446
-0.06420027063978347,82.08307147026062,81,602.0,8.819302479093145e-06,0,5800735.042929726,0.06420027063978347,1611.3152897027016
-0.06445610225424478,61.64375710487366,82,375.0,4.7350233442464793e-05,0,12983793.974265592,0.06445610225424478,3606.609437295998
-0.006737915404641533,28.08739686012268,83,330.0,0.007308197496036472,0,6661659.706937734,0.006737915404641533,1850.4610297049262
-0.007728186460966413,10.929564237594604,84,562.0,0.0028455451951163347,0,207945.92648528834,0.007728186460966413,57.76275735702454
-0.0020603178622138514,4.351658582687378,85,200.0,4.801464865477242e-06,0,2526.9476425483945,0.0020603178622138514,0.7019299007078873
-0.0176333085403942,9.477005958557129,86,642.0,0.00014104426691180657,0,39288.28093682979,0.0176333085403942,10.913411371341608
-0.049242390410886815,86.86832451820374,87,800.0,6.035050070698507e-08,0,1967664.516338863,0.049242390410886815,546.5734767607953
-0.018529801941416922,13.339698314666748,88,279.0,3.1060851226750365e-07,0,68890.63730797186,0.018529801941416922,19.136288141103297
-0.03645613517098741,47.62710475921631,89,470.0,1.4655717367784599e-08,0,709658.7197261868,0.03645613517098741,197.127422146163
-0.06197512432359461,40.51169180870056,90,248.0,1.401563740805159e-05,0,3219737.6251433385,0.06197512432359461,894.3715625398163
-0.0027211872356126547,26.476959943771362,91,675.0,0.01706446974303518,0,994119.8082811866,0.0027211872356126547,276.1443911892185
-0.004656988353499564,4.380967855453491,92,702.0,0.00035156771169796364,0,4445.481022157247,0.004656988353499564,1.2348558394881242
-0.05374268000473629,48.78724026679993,93,309.0,1.2403004800326925e-07,0,4046129.850677546,0.05374268000473629,1123.9249585215405
-1.4245226887954469e-05,4.483215093612671,94,549.0,0.4455673658487207,0,20925.188665943748,1.4245226887954469e-05,5.812552407206597
-0.06261064536200284,85.99623107910156,95,619.0,1.549085972155985e-06,0,7587975.915199333,0.06261064536200284,2107.7710875553703
-0.03465395530477378,19.643649101257324,96,500.0,0.0006120999854349946,0,254214.79729119453,0.03465395530477378,70.61522146977626
-0.023657870355124514,22.08903431892395,97,588.0,1.74582498705752e-09,0,148308.20513082252,0.023657870355124514,41.1967236474507
-0.06523958172580072,95.61819958686829,98,752.0,8.397322354515467e-05,0,5514255.561771216,0.06523958172580072,1531.73765604756
-0.06491882627321002,97.17666268348694,99,754.0,3.6159140352989136e-05,0,5693441.612162367,0.06491882627321002,1581.511558933991
-0.058110058124453724,79.51263308525085,100,787.0,8.06700707789821e-05,0,1634877.8932228133,0.058110058124453724,454.1327481174481
-0.04226920987475135,77.80372285842896,101,871.0,2.5800030479163336e-10,0,1192142.0739584076,0.04226920987475135,331.15057609955767
-0.017442395638708894,16.348600149154663,102,827.0,1.9434771441992686e-08,0,101978.17803795762,0.017442395638708894,28.32727167721045
-0.05644871006213697,85.179682970047,103,719.0,5.386352335780611e-07,0,2627927.972501536,0.05644871006213697,729.9799923615377
-0.0021108003603620986,4.181143522262573,104,905.0,0.00184325733906819,0,7307.120478513721,0.0021108003603620986,2.0297556884760337
-0.048252341528507194,66.14847612380981,105,841.0,9.831757079007449e-06,0,815051.4772895868,0.048252341528507194,226.40318813599634
-0.051617151788218324,46.538432359695435,106,654.0,4.3958973308820145e-06,1,567172.5811344793,0.051617151788218324,157.54793920402201
-0.040513723244696216,70.32571935653687,107,976.0,0.0009574374121251481,0,3209257.638293552,0.040513723244696216,891.4604550815422
-0.06402541354704645,89.47949576377869,108,685.0,2.0838851428049297e-05,0,4847388.551052545,0.06402541354704645,1346.496819736818
-0.03839910163887276,37.903273582458496,109,959.0,0.00014683401040578272,0,327029.25496712356,0.03839910163887276,90.84145971308988
-0.0048438322728061416,21.739840745925903,110,413.0,0.00949552406302493,1,1428790.433141686,0.0048438322728061416,396.8862314282461
-0.060766685558933546,101.1883602142334,111,995.0,5.7788269839454e-05,0,2151302.9209233434,0.060766685558933546,597.5841447009287
-0.011149453810277923,45.563227891922,112,531.0,0.004932536810285079,0,11135850.466827316,0.011149453810277923,3093.2917963409213
-0.06321717029112109,116.14382815361023,113,902.0,2.2234704007423716e-06,0,7704092.450517117,0.06321717029112109,2140.0256806991993
-0.0011904537432671134,13.169536113739014,114,91.0,0.04058142956963504,1,4113762.3571227803,0.0011904537432671134,1142.711765867439
-0.00010383372797713251,58.88090538978577,115,776.0,0.23139313133663658,0,12808319.078408217,0.00010383372797713251,3557.8664106689494
-0.04840762059201746,52.005337953567505,116,453.0,7.732360214126891e-07,0,1034392.9171453126,0.04840762059201746,287.33136587369796
-0.018206262518010257,13.25215196609497,117,207.0,1.7174815453308282e-07,0,83642.10212016958,0.018206262518010257,23.233917255602663
-0.05008099702136797,31.27559781074524,118,343.0,6.9291113670459826e-06,1,434394.3254990878,0.05008099702136797,120.66509041641328
-0.010812819121425878,6.655014753341675,119,819.0,1.4987485216005101e-05,0,14618.950056879175,0.010812819121425878,4.060819460244216
-0.03256769189161117,29.766361474990845,120,377.0,0.0011719552017894438,0,1977501.161701093,0.03256769189161117,549.3058782503036
-0.0017658540179931637,8.860899209976196,121,847.0,0.014882958065897877,0,179960.42852796815,0.0017658540179931637,49.9890079244356
-0.01716845605097675,68.28821134567261,122,930.0,0.0027483143126529577,0,6221667.205412691,0.01716845605097675,1728.2408903924143
-0.05471484043852521,68.02735304832458,123,606.0,1.1755333890734108e-06,1,5124933.500080398,0.05471484043852521,1423.5926389112217
-0.016898635011224062,8.773723125457764,124,702.0,0.00021974802964396482,0,37120.38319430697,0.016898635011224062,10.311217553974158
-0.06366267645649179,86.62619948387146,125,741.0,9.975924283560155e-05,0,3509287.4913005764,0.06366267645649179,974.8020809168268
-0.05800878446355761,67.60374569892883,126,440.0,4.2840440211624974e-07,0,8771821.182914415,0.05800878446355761,2436.6169952540045
-0.06177183679827946,52.78275394439697,127,555.0,0.000544128739462355,0,2714286.511209737,0.06177183679827946,753.9684753360381
-0.05531828529040972,75.3123185634613,128,630.0,3.234815986836083e-06,1,11230361.317775995,0.05531828529040972,3119.5448104933316
-0.0003526564068758705,10.638231992721558,129,575.0,0.054178773745015466,0,248933.2649984231,0.0003526564068758705,69.14812916622864
-0.057914253047646365,30.176716089248657,130,169.0,6.306195981439066e-05,0,1661393.1328530323,0.057914253047646365,461.49809245917567
-0.00011251657617241485,8.05420970916748,131,139.0,0.11869956835554675,0,363061.87967134174,0.00011251657617241485,100.85052213092825
-0.022105282772402198,17.706324577331543,132,478.0,2.557854165842307e-08,0,119101.0909623584,0.022105282772402198,33.08363637843289
-0.05690020839785039,32.49776601791382,133,256.0,3.4779158910558025e-05,1,1175646.081589893,0.05690020839785039,326.5683559971925
-0.03971536878277252,37.915491342544556,134,312.0,2.2207686076405533e-07,0,692691.2015347043,0.03971536878277252,192.41422264852898
-0.0013823044586029995,12.904713153839111,135,289.0,0.024748448568260174,0,531978.0853597061,0.0013823044586029995,147.77169037769613
-0.05421449438160956,105.36140179634094,136,805.0,9.225519324348485e-08,0,7041721.327175791,0.05421449438160956,1956.0337019932754
-0.007589813431425096,51.89949440956116,137,880.0,0.00643752368133384,0,3693918.128817516,0.007589813431425096,1026.0883691159765
-0.045982968047906754,41.143765926361084,138,397.0,4.616640476396999e-08,1,926981.8928581453,0.045982968047906754,257.4949702383737
-0.007828823065056821,7.266350030899048,139,653.0,0.001706385419744348,0,61517.37413863742,0.007828823065056821,17.088159482954836
-0.0625109011090113,80.17273950576782,140,762.0,0.00014614194244529552,0,2934614.5135976123,0.0625109011090113,815.170698221559
-0.06348743057493275,73.16412377357483,141,531.0,1.2998586735742806e-05,0,4568388.074336798,0.06348743057493275,1268.9966873157773
-0.06473740889249233,104.47893261909485,142,952.0,0.0003762507757090767,0,12847517.733855983,0.06473740889249233,3568.7549260711066
-0.04817380517008537,59.05040502548218,143,425.0,3.663178050549033e-09,0,2424534.473747913,0.04817380517008537,673.4817982633091
-0.003349461429435731,4.8628528118133545,144,490.0,0.003966121792658956,1,23546.306473455013,0.003349461429435731,6.540640687070837
-0.06506903568300862,64.75130462646484,145,507.0,0.00025250683342836495,0,9750234.929916473,0.06506903568300862,2708.398591643465
-0.054215851277159666,43.68561124801636,146,364.0,0.0007497643549628637,0,10054557.848940536,0.054215851277159666,2792.9327358168157
-0.06543554642546294,83.10690307617188,147,605.0,2.059420484155569e-05,0,7041702.534688259,0.06543554642546294,1956.0284818578496
-0.06490464445248821,80.53660559654236,148,594.0,2.5730486375554546e-05,0,5861696.952469387,0.06490464445248821,1628.2491534637186
-0.05491856190582334,70.96393942832947,149,670.0,4.747608901438281e-06,0,1418369.41715195,0.05491856190582334,393.9915047644306
-0.06287785987701883,94.091139793396,150,704.0,2.0625745091898024e-06,0,7088704.17465616,0.06287785987701883,1969.0844929600446
-0.0602685860775551,59.552109241485596,151,455.0,4.274502176492544e-05,0,2069336.3262972871,0.0602685860775551,574.8156461936909
-0.06354898229570667,80.21877932548523,152,623.0,1.9257476750398446e-05,0,4109942.7516451087,0.06354898229570667,1141.6507643458635
-0.06653635188203748,81.61519646644592,153,608.0,0.00010039947857660166,0,8202315.792123694,0.06653635188203748,2278.421053367693
-0.06321435993651407,84.12522482872009,154,582.0,8.034799970348676e-06,0,12917304.231746932,0.06321435993651407,3588.140064374148
-0.059085938274617035,72.69635152816772,155,559.0,1.0710027763485849e-06,0,3202046.239794466,0.059085938274617035,889.4572888317962
-0.06649944026214838,67.98373317718506,156,527.0,0.00017122950570432112,0,8510457.903805526,0.06649944026214838,2364.0160843904237
-0.06477525544441193,80.96928930282593,157,646.0,0.00016835478846843823,0,9454784.693830576,0.06477525544441193,2626.3290816196045
-0.04022628976442663,59.46718788146973,158,605.0,0.0010317579026240186,0,12980345.458707359,0.04022628976442663,3605.6515163075996
-0.01711453303116858,57.02898168563843,159,725.0,0.0028760758032103013,0,7771042.735355475,0.01711453303116858,2158.6229820431877
-0.005398123715496593,36.18844652175903,160,540.0,0.011327861606358404,0,4519693.536617285,0.005398123715496593,1255.4704268381347
