loss,run_time,iteration,K,max_steps,delta,ndcg,window_hours
-0.07242044904288898,959.1217103004456,0,981.0,79.0,8682606.36583518,0.07242044904288898,2411.8351016208835
-0.056852570681847715,41.48942756652832,1,158.0,11.0,744020.8135282706,0.056852570681847715,206.67244820229737
-0.015674138388189526,6.686844825744629,2,247.0,25.0,20246.37907738013,0.015674138388189526,5.623994188161148
-0.005379928716941127,5.406102657318115,3,848.0,97.0,8319.368537992066,0.005379928716941127,2.3109357049977963
-0.06886681973455101,287.11698603630066,4,68.0,66.0,3655467.6185270865,0.06886681973455101,1015.4076718130796
-0.05640374726206406,64.83291816711426,5,876.0,61.0,667882.7182599942,0.05640374726206406,185.52297729444282
-0.019331509449014437,7.5166826248168945,6,354.0,52.0,28590.812648714662,0.019331509449014437,7.94189240242074
-0.04391991356724752,20.97824001312256,7,920.0,22.0,229650.9326869845,0.04391991356724752,63.791925746384585
-0.00668539286197844,5.642728090286255,8,791.0,83.0,10854.232164609528,0.00668539286197844,3.0150644901693133
-0.03887810240337875,17.76019263267517,9,469.0,62.0,162625.9562942995,0.03887810240337875,45.17387674841653
-0.051381568306521797,42.27845311164856,10,401.0,61.0,407549.78857038944,0.051381568306521797,113.20827460288595
-0.07074243204886572,529.7707271575928,11,298.0,74.0,5741737.0143123465,0.07074243204886572,1594.9269484200963
-0.042092932225762374,20.453592777252197,12,246.0,50.0,212526.9769049832,0.042092932225762374,59.03527136249533
-0.07222755620772837,312.5698096752167,13,878.0,10.0,7843154.936490712,0.07222755620772837,2178.6541490251975
-0.019691762067461184,7.456325054168701,14,373.0,32.0,29760.143955851723,0.019691762067461184,8.266706654403256
-0.005213692682565411,5.287151336669922,15,841.0,22.0,8069.996763232483,0.005213692682565411,2.241665767564579
-0.03696481005441573,15.640604257583618,16,104.0,77.0,134610.92692699205,0.03696481005441573,37.39192414638668
-0.033821018923661045,12.195388555526733,17,102.0,52.0,104401.0669572397,0.033821018923661045,29.00029637701103
-0.0011826326270831537,5.055478811264038,18,414.0,78.0,2838.576622202515,0.0011826326270831537,0.7884935061673652
-0.06726176604646755,118.20081758499146,19,223.0,12.0,2569764.732970748,0.06726176604646755,713.8235369363189
-0.07268595725184254,853.3022530078888,20,689.0,41.0,11069009.696528552,0.07268595725184254,3074.7249157023757
-0.06306561145931942,156.0770571231842,21,681.0,97.0,1502077.4573830655,0.06306561145931942,417.24373816196265
-0.07241964715050647,719.3572170734406,22,626.0,45.0,8592261.748416109,0.07241964715050647,2386.7393745600302
-0.0726613382045388,815.6532466411591,23,989.0,36.0,11294460.559694583,0.0726613382045388,3137.3501554707173
-0.06386686160639578,132.3814516067505,24,573.0,38.0,1647805.575291912,0.06386686160639578,457.72377091442
-0.07270766486195201,848.4778668880463,25,736.0,40.0,12659413.591117855,0.07270766486195201,3516.5037753105153
-0.06751673208092483,80.82677578926086,26,732.0,1.0,4429432.170035017,0.06751673208092483,1230.3978250097268
-0.029261681251786572,11.086869955062866,27,543.0,43.0,70623.33751901003,0.029261681251786572,19.617593755280566
-0.07272207929546881,702.5673968791962,28,718.0,28.0,12958502.3437476,0.07272207929546881,3599.583984374334
-0.0004667864659887498,4.96178412437439,29,741.0,30.0,1803.1697138874408,0.0004667864659887498,0.5008804760798446
-0.06112098842785369,73.4385621547699,30,944.0,16.0,1182353.204099,0.06112098842785369,328.43144558305556
-0.06707238448896771,83.61975908279419,31,599.0,4.0,2654011.1751856646,0.06707238448896771,737.2253264404624
-0.07272778579291009,721.5438313484192,32,790.0,29.0,12862546.117010348,0.07272778579291009,3572.9294769473186
