loss,run_time,iteration,l2,delta,ndcg,window_hours
-0.03239823721633185,175.8237829208374,0,1721.885773807526,383935587.2829053,0.03239823721633185,106648.77424525146
-0.03426873308042936,173.72232866287231,1,744.4550138968325,151447287.6783319,0.03426873308042936,42068.69102175887
-0.018687817426526518,164.04905009269714,2,1521.6278842044994,4343373.484555621,0.018687817426526518,1206.4926345987835
-0.03477595867599892,167.35246753692627,3,1633.2524951635098,17973104.18937477,0.03477595867599892,4992.528941492992
-0.038354809059849865,170.54881024360657,4,1834.0183360490555,47568959.30968611,0.038354809059849865,13213.599808246141
-0.03696306214883949,201.81921124458313,5,1299.5934381915513,65516094.16050687,0.03696306214883949,18198.91504458524
-0.03325435501864749,176.59760642051697,6,1815.5127234900356,178876956.4799709,0.03325435501864749,49688.043466658586
-0.01835118136139851,164.59956407546997,7,1730.6495847540375,3811504.4416373083,0.01835118136139851,1058.7512337881412
-0.033211419768979136,173.67304873466492,8,1585.6150530137973,114687723.10158043,0.033211419768979136,31857.700861550118
-0.0327065075406139,175.7222239971161,9,1888.4872756762372,627458631.4966359,0.0327065075406139,174294.06430462108
-0.029779484645897813,168.370343208313,10,1278.523705803874,13423571.747922413,0.029779484645897813,3728.769929978448
-0.04004155599453442,174.1782591342926,11,860.2405367857997,53459775.65950781,0.04004155599453442,14849.937683196615
-0.0379144114734178,171.0168697834015,12,1778.3605306151953,41162834.463998556,0.0379144114734178,11434.120684444044
-0.016262294817057946,196.6080927848816,13,241.5839915698123,3180555.638167848,0.016262294817057946,883.4876772688466
-0.017200124882374924,165.1468825340271,14,539.0770815259525,3427468.3612800427,0.017200124882374924,952.0745448000118
-0.03769777217465179,176.51904606819153,15,279.4449688463967,251666148.7089422,0.03769777217465179,69907.26353026173
-0.037321619944736026,169.7877607345581,16,436.8203368905172,23285540.996888854,0.037321619944736026,6468.205832469126
-0.028437439219912326,168.457603931427,17,604.6235211034693,10000267.965860093,0.028437439219912326,2777.8522127389147
-0.039968004672439515,174.2079827785492,18,1391.7416999368381,28269164.239352502,0.039968004672439515,7852.545622042362
-0.03302515575434267,177.42384219169617,19,1498.9361590826563,305171464.0888664,0.03302515575434267,84769.85113579623
-0.03588040385867987,174.19237422943115,20,965.8440525820246,77306273.0083622,0.03588040385867987,21473.964724545058
-0.024229206574975723,167.22062587738037,21,949.0679169578054,7993873.298185298,0.024229206574975723,2220.520360607027
-0.0398890243294151,171.11745929718018,22,1173.6159603481813,27421305.594635498,0.0398890243294151,7617.029331843194
-0.03863356061050015,171.13823819160461,23,38.29292056506654,28426049.439720828,0.03863356061050015,7896.1248443668965
-0.0372734218780656,173.68874073028564,24,1131.0221236997345,70142049.27305399,0.0372734218780656,19483.90257584833
-0.023726619395161956,166.5781533718109,25,807.9299097261988,6838342.63916228,0.023726619395161956,1899.5396219895222
-0.03369367064445993,177.76525950431824,26,1302.5294534472644,109877255.51500298,0.03369367064445993,30521.459865278604
-0.03961662397348351,172.03292536735535,27,796.6704632619244,36964932.28452558,0.03961662397348351,10268.03674570155
-0.030863653167829606,168.43699717521667,28,1976.1604020646878,14307812.180265583,0.030863653167829606,3974.392272295995
-0.03833519377774427,169.34840846061707,29,1432.939445795775,19797997.76296912,0.03833519377774427,5499.443823046978
-0.03892259218963855,172.96885442733765,30,1097.4686600779576,58886057.12790114,0.03892259218963855,16357.23809108365
-0.035078000943709164,176.05986213684082,31,627.7843043603533,99287208.69291952,0.035078000943709164,27579.780192477647
-0.032914571490511885,174.42253255844116,32,1402.2944019113456,426929275.9521439,0.032914571490511885,118591.4655422622
-0.0202113243579787,165.9596803188324,33,845.5456053120516,5203509.046881358,0.0202113243579787,1445.4191796892662
-0.03323134925971293,175.28637957572937,34,1061.7896191964546,157619191.28520718,0.03323134925971293,43783.10869033533
-0.0388583130041656,174.86385917663574,35,1219.9930535327978,33446393.440794207,0.0388583130041656,9290.664844665058
-0.03941265962420253,173.20404887199402,36,1665.9780428645483,51155468.16796941,0.03941265962420253,14209.852268880393
-0.031035019042548476,168.37589120864868,37,680.6403814801653,13997057.872961966,0.031035019042548476,3888.071631378324
-0.03363332931252274,177.25053930282593,38,899.8607500755841,197851310.2934093,0.03363332931252274,54958.6973037248
-0.03604176523060966,174.51416444778442,39,474.1668295617003,94988623.04023884,0.03604176523060966,26385.728622288567
-0.028773296648092396,168.0777976512909,40,1984.09617841124,11037917.84044055,0.028773296648092396,3066.088289011264
-0.03497987215923195,169.2551715373993,41,1570.304268935457,18131584.23363889,0.03497987215923195,5036.551176010803
